Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-04-20,199.63,201.59,198.64,199.63,20503
2020-04-21,197.66,199.63,193.73,195.69,558
2020-04-22,198.64,199.63,194.71,199.63,1528
2020-04-23,200.6,202.58,197.66,202.58,3474
2020-04-24,201.59,203.56,201.59,203.56,567
2020-04-27,204.55,206.51,203.56,206.51,1654
2020-04-28,207.49,211.42,199.63,203.56,1423
2020-04-29,207.49,216.34,207.49,208.48,2803
2020-04-30,216.34,216.34,201.59,203.56,1251
2020-05-04,201.59,202.58,197.66,201.59,1194
2020-05-05,211.42,211.42,201.59,210.44,885
2020-05-06,213.39,213.39,203.56,205.52,5996
2020-05-07,207.49,212.41,204.55,208.48,1296
2020-05-08,209.46,212.41,206.51,206.51,1345
2020-05-11,208.48,208.48,204.55,205.52,9951
2020-05-12,207.49,207.49,205.52,206.51,10938
2020-05-13,206.51,206.51,197.66,200.6,1112
2020-05-14,200.6,200.6,198.64,198.64,487
2020-05-15,198.64,202.58,190.28,198.64,1469
2020-05-18,202.58,205.52,200.6,200.6,13432
2020-05-19,203.56,203.56,197.66,199.63,1063
2020-05-20,199.63,200.6,196.18,196.18,1065
2020-05-21,196.18,200.6,196.18,199.63,302
2020-05-22,198.64,201.59,196.18,199.63,607
2020-05-25,200.6,202.58,199.63,202.58,615
